Date,Comment_thread_id,Tag,comments
7/2/2015 17:10,55956552a9a36ee6f2000db0,B,"Sorry, I got it. You were talking about the Walkthrough; I didn't pay attention when you wrote it. Nevermind."
7/2/2015 22:07,55956552a9a36ee6f2000db0,B,"I found it easier to open the file into Excel and then do a ""Save As"" so I could give it a much shorter file name.  Working on a laptop increases the degree of difficulty because one has to shift back and forth between the activity and the Rapid Miner screens."
7/3/2015 22:49,55956552a9a36ee6f2000db0,B,"@ Panzic, I can see you highlighted the CTAT Assignment week 1 instead of activity week one.\non your main menu, chose courseware, then select Premiere material, Click on activity, Rapid Miner walkthrough the link to download the rapid miner is the first "
7/2/2015 17:09,5595702fb30d84ede70003c0,S,"Hi, I'm from Lancaster, Pennsylvania. I teach secondary history and social science. I'm interested in learning how to use data effectively in the classroom."
7/3/2015 15:51,5595702fb30d84ede70003c0,P,"Welcome to the class! I'm glad to have you here!\nI'm not sure this class will end up being exactly to your needs,\nbut am glad to have you here nonetheless."
7/2/2015 17:25,559573f0a9a36e3ee1000eae,S,"I'm from Mexico, I am a university professor and I like to learn about the subject of educational data mining and learning analytics on large-scale."
7/3/2015 15:53,559573f0a9a36e3ee1000eae,T,Bienvenidos al curso!
7/2/2015 17:37,559576d5a9a36ed582000ead,S,"Hi everyone,\nMy name Sergio Gómez, from Colombia, living in Bogotá (Capital). Currently, I'm coordinating a Master Program in Technology Applied to Education.  I'm really looking forward to deep further in these interesting topics in which I had the opportunity to study during a Master program and which I want to apply in a research about finding intrinsic relations between learner´s interaction with LMS's content and learner's style, in which I´m currently involved in.\n\nCheers,"
7/3/2015 15:54,559576d5a9a36ed582000ead,P,Welcome to the class! I'm glad to have you here!\n
7/6/2015 19:11,559576d5a9a36ed582000ead,T,"Hola Sergio tambien soy de Bogotá, Soy ingeniero de sistemas, y trabajo con Inteligencia de negocios y he trabajado con Netezza y Hadoop. También manejo varias Bd del mercado como diferentes herramientas de BI. Un gusto. Cualquier duda o lo que necesites estaré al tanto..."
7/2/2015 17:39,5595775ca9a36e5a76000e68,S,I AM A HIGH TEACHER IN KENYA. I AM GRATEFUL THAT THIS COURSE HAS BEEN MOUNTED TO HELP SHARPEN SKILLS IN THIS NEW AREA.
7/3/2015 15:54,5595775ca9a36e5a76000e68,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 17:42,55957819b30d84a7e5000d9a,S,"Hi everybody!\n\nMy name is Rafael and I am from Montreal, Canada. I work with Educational Technology here and I am very interested in learning more about Learning Analytics and how to apply its concepts. Big Data is now, part of our lives and using it in Education is a must in order to improve teaching and learning.\n\nHope to learn a lot with you here!\n\nCheers,\n\nRafael"
7/2/2015 21:29,55957819b30d84a7e5000d9a,S,Hi Rafael! I am also from Montreal. Nice to meet you.
7/3/2015 15:54,55957819b30d84a7e5000d9a,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 17:43,55957825a9a36e86bc000e68,S,"Hi everybody,\n\nMy name is Carolina Mejía from Colombia. I live in Bogota.\n\nI have been a university teacher at national and international levels, and supervisor of undergraduate and graduate thesis. Currently, I am a professor at the University EAN.\n\nI'm a Ph.D. in Technology, M.Sc. in industrial and automatically computer, Specialist in Telecommunications and Systems Engineer. I have an extensive experience doing active research and development in technology-enhanced learning (TeL) and related areas, including adaptive hypermedia systems (AHS), user modelling, inclusive education, learning analytics, and e-learning standards. I have experience as a project manager for technology development, as well as participation in research projects and technology transfer at the level of Europe and Latin America. I have expertise in the implementation of m-learning and e-learning collaborative tools and the design of learning objects both supported on ICT and standards. I also have experience in the design, development and implementation of information systems and service-oriented applications. \n\nOf course all are invited to visit this beautiful country :=)\n"
7/2/2015 21:27,55957825a9a36e86bc000e68,T,Hola Carolina Me llamo Yimmi Alexander Moreno tambien vivo en Bogotá. Soy Ingeniero de sistemas y he trabajado un como sobre este tema y sobre BI. Cualquier tema que quieras que podamos discutir bienvenido.
7/3/2015 15:56,55957825a9a36e86bc000e68,T,"Carolina, esta una placer de tener Ud. en el curso. I look forward to hearing more about your technology transfer work!"
7/2/2015 17:56,55957b4fb30d84ae21000dda,S,"I'm an entrepreneur and software developer (<http://eldarion.com/>) with a background in linguistics and classics and a strong interest in applying learning science, linguistics and educational technology to the teaching of Ancient Greek (<http://jktauber.com/>)"
7/3/2015 15:56,55957b4fb30d84ae21000dda,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 17:57,55957b86b30d84bdd2000e9d,S,"Hi,\n\nI'm from São Paulo, Brazil, and I'm excited to learn concepts and techniques to explore educational data.\n\nI work for a University in São Paulo and we have a massive data to explore, gerenated by LMS tools and other sources.\n\nBest,\n\nRenê"
7/3/2015 15:57,55957b86b30d84bdd2000e9d,T,Bem vindo ao curso! O tipo de dados que vc. trabalha com tem muita potencial para mineracao.
7/2/2015 18:01,55957c63b30d843537000de9,S,"Hello Everyone, Im From Venezuela but right now Im pursuing a master degree in Development of R&D projects at the University of Barcelona, My background is in business management. Im really interested in this course I think big data is gonna be huge so, I wanna learn everything about it. I'm also taking others coursers like coding and computer science to expand my knowledge. I dream to be able to star my own Startup..."
7/3/2015 15:58,55957c63b30d843537000de9,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 18:37,55958506b30d84b8bb000dfd,S,hi \n\ni am sudhan from New york.
7/3/2015 15:59,55958506b30d84b8bb000dfd,P,Welcome to the class! I'm glad to have you here!\nAnother New Yorker!
7/2/2015 18:55,5595890fb30d840995000ea9,S,"Hello, my name is Ante. I am from Croatia. I am a student, and I want to learn abouth Big Data in Education."
7/3/2015 16:00,5595890fb30d840995000ea9,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 19:00,55958a39a9a36ea971000e54,S,Hi \nI am Sudhan from New York. Currently studying CIS at Baruch college.\n\n
7/2/2015 19:11,55958cfdb30d846850000ede,S,"I have created Facebook group ""Big Data in Education"". Everyone can join on this link:\n\nhttps://www.facebook.com/groups/412359268951647/"
7/2/2015 19:31,5595918ab30d847d27000e7f,BQ,"I was working my way through the CTAT assignment, and now when I run a process in RapidMiner it just shows me the System Monitor screen.  This is now happening even when I start a new process and do nothing but connect the ReadCSV output to the ""result"" connector, and it persists even when I quit RM and restart it, and indeed even when I reboot my machine.\n\nThis is quite weird and I'm not sure how to fix it.  Has anyone else seen this?  Is there a clean fix?"
7/3/2015 16:01,5595918ab30d847d27000e7f,BQ,Huh. I've never seen this one before. Is anyone else seeing it?\nDo the tutorials inside of RapidMiner work?\nVersion of RM? Operating system?
7/6/2015 19:44,5595918ab30d847d27000e7f,B,"Aha, finally figured it out; I'm not sure what caused it but I know how to fix it.  Somehow RM had decided to close all the ""windows"" in the display (the log, the result overview, etc) except for the system monitor, and this setting persisted.\n\nTo fix: go to the View menu, select ""Restore Default Perspective""."
7/2/2015 19:42,55959440a9a36ea584000ea8,S,Hi I am bisarga and I am from india.\nI am here to learn Big Data.\nso please help me out whenever i will get stuck.
7/3/2015 16:01,55959440a9a36ea584000ea8,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 19:44,559594afa9a36e5e21000eb8,Q,"In regression, is there a preferred method for dealing with outliers in particular data sets or perhaps in identifying outliers?  In the past I have worked with data including test scores and test duration.  In some instances test duration was much lower than expected bringing into question the validity of the associated score.  Is it best to identify these and remove them from the data set prior to regression or can the regression be designed in a way that identifies the impact of these data points?\n\nThank you!"
7/2/2015 20:32,559594afa9a36e5e21000eb8,O,"Unless you know that an outlier is due to some measurement error, removing outliers from a data set is rarely a good idea.  For datasets with influential outliers the best approach is to use a technique called robust regression, which retains the outlier observation in the dataset but which reduces its weight when calculating the regression result."
7/3/2015 16:05,559594afa9a36e5e21000eb8,O,"I agree partially with you, gpurcell. I agree that outliers usually don't need to be deleted in big data situations, however when doing some types of feature engineering prior to building your models (week 3 I think), you sometimes want to think about thresholding extreme values or eliminating them, prior to unitizing variables, etc. \n\nThe other way I'm not sure if I agree is that removing some cases may be principled. For example, if you are interested in learning patterns among students who took the assignment seriously, using a model of gaming the system and a model of carelessness to first remove some students may help you focus on what you;'re interested in. The key is -- can you replicate what you did when you actually use your model -- and is it justified?"
7/6/2015 19:43,559594afa9a36e5e21000eb8,O,Thank you both for the response!  I will certainly study robust regression and look forward to the session on engineering prior to building models to determine in what instances removing outliers is warranted.
7/2/2015 20:27,55959ea6a9a36e5a76000e87,CQ,"Hi, Please I really want to run this programme, I will appreciate if some one can be of assistance to me during the programme\nCan I pay for the certificate after the programme?\nThanks.\n\nAkila"
7/3/2015 1:52,55959ea6a9a36e5a76000e87,C,"Hi Akila,\n\nIf you need help navigating on the platform. Consider enrolling for and completing https://www.edx.org/course/demox-edx-demox-1. It is a quick and short walkthrough on how to use the edX platform. You cannot sign up for a verified (paid) certificate once the course is done but I am sure till when the upgrade to verified track will remain open. Hope the TAs can get that one."
7/2/2015 20:44,5595a2acb30d843e96000e4e,BQ,Why we can't download slides????
7/3/2015 16:09,5595a2acb30d843e96000e4e,B,"We're looking into it. In the meantime, last year's version of the slides are posted at http://www.columbia.edu/~rsb2162/bigdataeducation.html"
7/6/2015 19:20,5595a2acb30d843e96000e4e,P,Thanks!
7/2/2015 20:54,5595a4feb30d84b8bb000e1a,S,"Hi I am Henrique Andrade from Fortaleza, Brazil.\n\nI want to get some insights from the Education domain. I work on a IT company that performs Big Data consulting and also have a startup on this area.\n\n"
7/3/2015 9:00,5595a4feb30d84b8bb000e1a,P,Hi!
7/3/2015 16:09,5595a4feb30d84b8bb000e1a,T,Bem vindo ao curso!
7/2/2015 20:58,5595a5d7a9a36e88ff000e46,S,"Hi, I'm a QA Analyst at an education tech company, and I'm here to learn about what sorts of applications big data has on education, especially online learning platforms."
7/3/2015 16:09,5595a5d7a9a36e88ff000e46,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 21:23,5595abc8b30d84ae21000e0a,S,I am an applied quantitative researcher for the Legislature of the State of Texas focusing on education and criminal justice policy and completed my Ph.D. in Educational Administration at UT Austin this May.  I've focused almost exclusively on traditional statistics and econometrics to this point and this course seemed like a good way to be introduced to Big Data.
7/2/2015 22:39,5595abc8b30d84ae21000e0a,T,Hi George! It's nice to meet another UT Austin alumnae. I got my Master's in Information Studies there in 2011. Hook 'Em Horns!
7/3/2015 16:10,5595abc8b30d84ae21000e0a,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 21:56,5595b36fb30d847d27000e9b,CQ,who is the activity of the first week? the RapidMiner...
7/2/2015 22:01,5595b4a4a9a36e1d46000e79,P,"Hi,\n\nI wanted to thank you for this course. It was extremely useful. The material was presented in a highly intuitive way.\nBut we don't have access to the 3th video(CLASSIFIERS)\n"
7/3/2015 16:10,5595b4a4a9a36e1d46000e79,C,"I think it's posted? \nWorks for me, and other students have commented on it. Please re-check?"
7/2/2015 22:07,5595b630b30d849956000e67,S,"Hello, I am a teacher from China. I would like to take this class to recharge myself in a more systematic way."
7/2/2015 22:18,5595b8c0a9a36e362d000e5e,S,"Hi, all!  My name is Cory, and I'm from NYC.  I'll be entering my last year of undergraduate studies at NYU this coming Fall.  I study Mathematics Education, and I'll be student-teaching for the coming year.\n\nI'm interested in seeing what's being done in education besides just teaching in classrooms, and I'm currently looking at graduate schools that I'll be applying to in the Fall.\n\nI look forward to this course and meeting the people taking it :D"
7/3/2015 17:37,5595b8c0a9a36e362d000e5e,P,Welcome Cory!
7/2/2015 22:37,5595bd42a9a36ed582000ee3,S,Hi! I'm Tiffany LeMaistre. I'm a librarian at Nevada State College and I'm here to learn more about how to accurately analyze some of the large data sets we are working with that show collection use trends.
7/3/2015 17:38,5595bd42a9a36ed582000ee3,P,Welcome Tiffany! Nice to see you in another MOOC!
7/4/2015 19:14,5595bd42a9a36ed582000ee3,T,"Hey Ryan! Yeah, I'm in this one and John Hopkins Introduction to R on Coursera right now. Unfortunately, I fell behind in Mr. Hickey's Introduction to EDS class but I still hope to complete the final readings after I finish these two.\n\nSo much to learn!"
7/5/2015 9:23,5595bd42a9a36ed582000ee3,T,True that!
7/2/2015 23:35,5595cadab30d840002000e75,S,Howdy everybody. I instruct a large-format online general education arts course for a public university in the US. I'm excited by the wealth of data about student behavior we now have access to and hope to sharpen my skills in interpreting that information to improve learning outcomes.\n
7/3/2015 17:38,5595cadab30d840002000e75,P,Welcome to the class! I'm glad to have you here!\n
7/3/2015 0:20,5595d563a9a36ebe32000e2d,BQ,"Hi, <br>\nCould someone give me a hand?  I couldn't get the Batch X Validation in RM (p.20 of the RM Walkthrough file).\n\n1. There are Wrapper X & Wrapper Split Validation only under Evaluation/Validation.  So I guess must be the former.\n\n2.  Once I picked it, the yellow icon only has two outlets (mod & tra).\n\n3.  I right clicked, selected ""Replace Operator"", ""Batch X validation"".\n\nI thought I got it, but turned out I was not.  First, the panel on the right side didn't show the k-fold cross-validation option.  Secondly, once I moved to the Training and Testing screen, error message shown after I press Run.  I tried to redo several times and still didn't work.  So I'm lost now.\n \nAny help will be appreciated.\n\nCheers,\nCO\n \n\n"
7/3/2015 17:39,5595d563a9a36ebe32000e2d,BQ,"Can you please show us a process screenshot, and your error message?\n\nThanks!"
7/3/2015 19:23,5595d563a9a36ebe32000e2d,BQ,"Hi Ryan, \nHere're the screenshots.<br>\nThe first png: Right panel doesn't look right. <br>\nThe 2nd png: RM can't find the csv file, which I saved yesterday in my c drive and loaded it to RM.  Do I need to load it every time I start the process? <p>\n\nBasically, I'm not sure if my steps to get the Batch X Valid are correct.  \n\nThanks,\nCO \n\n\n\n![enter image description here][1]\n\n\n ![enter image description here][2]\n\n\n  [1]: https://edxuploads.s3.amazonaws.com/1435951012926803.png\n  [2]: https://edxuploads.s3.amazonaws.com/1435950953852686.png"
7/4/2015 10:30,5595d563a9a36ebe32000e2d,B,"Hi, Colam. Actually, now that I think about it, Batch-X-Validation shouldn't have a k-fold option. The batches are the folds. Step 20 asks you to do regular X-Validation, not Batch-X-Validation (it just notes that in other cases you will want to use Batch-X-Validation). Sorry for the confusion.\n\nRegarding the file loading issue, I'm not sure what's causing it. I have not had that problem on any machine before. Maybe check RapidMiner forums? :-("
7/6/2015 2:34,5595d563a9a36ebe32000e2d,P,Thanks Ryan.  Got it now.  : )
7/3/2015 0:45,5595db2fb30d8482e6000e47,Q,"I have made it to here. \nFor the logistic regression I have a kappa of 0.\nFor the linear reg. it complains that data contains missing values.\n\nset-role (exa) --> linear reg or log reg (tra)\nregression (mod) --> apply model(mod)\nregression (exa) --> apply model (uni)\n\nEverything passes until I get to here, I would appreciate any help.\nThanks"
7/3/2015 7:48,5595db2fb30d8482e6000e47,Q,"I'm also having troubles with the logistic regression.\nIf I change the variable format by hand I obtain K=0. If I try to solve the problem by double click on the hint, rapidminer adds the ""nominal to numerical"" block but the logistic regression is now running since more than 15 minutes. Is it ok?"
7/3/2015 8:03,5595db2fb30d8482e6000e47,O,and still obtain k=0 after 30 minutes running
7/3/2015 8:32,5595db2fb30d8482e6000e47,O,"thanks, glad to know I am not alone, if you get it to work, please post what you did"
7/3/2015 12:00,5595db2fb30d8482e6000e47,Q,"Same here, or more exactly a kappa of 0.004 in my case. I have done what sounds like the same thing: added a ""NominalToNumerical"" block before the LogisticRegression one, using ""dummy coding"" for the Activity attribute. The rest of the chain is the same as the one that had been giving correct replies since question 4.  \n\nCould it have something to do with the kernel used by the Logistic Regression? I stayed with the default one (dot)."
7/3/2015 17:49,5595db2fb30d8482e6000e47,Q,tsg2 -- what's the exact error message you got?\n\nfolks who got 0. we had this last time we used the assignment too. i get the official answer. i'm not sure what causes this (but feel free to post your full processes so i can look). \n\ntalking a long time is normal for the process you're using.
7/3/2015 20:58,5595db2fb30d8482e6000e47,O,"I'm also getting 0.000 as the kappa score.  The model seems to be predicting Y for nearly everything, including over 9000 false positives, so that explains the low score, although I don't know why it's building that model, of course.\n\nI'm on Linux, running RM 5.3 via java.  Here's a screenshot of the process: ![process screenshot][1] \n\n\n  [1]: http://www.blahedo.org/tmp/ctat1-process.png"
7/4/2015 10:35,5595db2fb30d8482e6000e47,O,"Hi -- 0.000 is basically fine. It has to do with how you set up the variable types during the Read CSV step. (Did you keep Activity as binomial? Or set it to polynomial? And so on.) We set up the assignment during the last MOOC to also accept 0.000 but apparently that got removed due to human error. \n\nBottom line -- it's ok for this step to click through hints, type in the answer it gives, and move on to the next step."
7/4/2015 16:01,5595db2fb30d8482e6000e47,O,"I got the linear part right, I had something stupid wrong.  The log. error was that I had zero as the kappa.  I finally did give up and just click thru the hints and make sure it was set up right and entered the answer."
7/4/2015 19:16,5595db2fb30d8482e6000e47,O,"I had a similar issue with a ""data contains missing values"" message. Setting Activity to be a polynomial threw an error for Linear Regression. I changed Activity to numeric... but since it isn't actually numeric, the data came through as missing values. Or, I think that is what is happening. -- thoughts about how to fix this?"
7/5/2015 9:26,5595db2fb30d8482e6000e47,O,"I think that the Nominal-to-Numeric operator is what you need, EmilyK019"
7/6/2015 1:13,5595db2fb30d8482e6000e47,O,Got a kappa of 0.004 also - terrible confusion matrix\n\nPerformanceVector\nPerformanceVector:\nkappa: 0.004\nConfusionMatrix:\nTrue:\tY\tN\nY:\t18585\t9045\nN:\t51\t50
7/6/2015 22:13,5595db2fb30d8482e6000e47,P,"Great, thank you!"
7/3/2015 1:10,5595e0edb30d841bfd000eac,S,"Hello everyone,\nI work in New York City, and live in nearby New Jersey. I am taking this class to learn about big data as a field and I have a big interest in education."
7/3/2015 17:49,5595e0edb30d841bfd000eac,P,Welcome! Another New Yorker!
7/3/2015 1:15,5595e23fa9a36e00ed000e54,B,The LAK12 MOOC referenced in the video is not accepting new registrations. It says on the homepage though that LAK12 is a connectivist MOOC so I am unsure if just opening the registrations is likely to help. The wiki and the resources are open though - http://lak12.wikispaces.com/Week1_Trends_Context for example.
7/3/2015 17:50,5595e23fa9a36e00ed000e54,B,"Since it's a cMOOC, you will probably have to wait until the next time it's held. \nDan Hickey just wrapped up a similar MOOC, and there's also Data Analytics and Learning,\nwhich will be held again on EdX this fall... (and had a previous iteration last fall)"
7/4/2015 10:12,5595e23fa9a36e00ed000e54,BQ,Is it this one - http://www.indiana.edu/~booc/? Looking forward to all of them being offered again. :D
7/4/2015 10:37,5595e23fa9a36e00ed000e54,B,not sure but see here for more info\nhttps://docs.google.com/document/d/1r3AJl3bZA9oz0t0SLl7HECzwdm4BfVZaWQsab_cbryM/edit
7/3/2015 1:20,5595e370a9a36e7006000f1e,BQ,Can someone tell me how I can turn off the captioning within the Youtube player? It's getting annoying trying to read the content of the slides through the captions.
7/3/2015 1:33,5595e370a9a36e7006000f1e,B,"Ok. I managed to turn them off by opening the video on Youtube (top right when the video is full screen), turning off captioning and restarting the video stream. Just posting here in case anyone else needs to do the same."
7/3/2015 7:50,5595e370a9a36e7006000f1e,B,You can also press the CC button in the bottom right corner of the video (right next to the full screen button)
7/3/2015 13:45,5595e370a9a36e7006000f1e,B,The CC button is for turning off/on the edX captions. I was getting subtitles overlaid on the video.
7/9/2015 17:11,5595e370a9a36e7006000f1e,BQ,How do you get to the Youtube videos?\n
7/10/2015 11:06,5595e370a9a36e7006000f1e,B,You can press the Youtube icon on the bottom right of the videos.
7/3/2015 1:55,5595eb86b30d840995000ee6,S,"HI everyone, I'm Han Bing, from china. \nI hope I can learning something interest in this courses."
7/3/2015 17:50,5595eb86b30d840995000ee6,P,Welcome to the class! I'm glad to have you here!\n
7/3/2015 2:01,5595ed16a9a36e362d000e74,S,Hi! I teach Russian language and literature at Michigan State University. I want to learn more about how I might use data from my courses to inform my teaching.
7/3/2015 17:50,5595ed16a9a36e362d000e74,P,Welcome to the class! I'm glad to have you here!\n
7/3/2015 2:11,5595ef49a9a36e1b22000eb9,S,"Hi, I am from India and I am here to understand and learn Big Data."
7/3/2015 17:50,5595ef49a9a36e1b22000eb9,P,Welcome to the class! I'm glad to have you here!\n
7/3/2015 2:22,5595f1e5b30d848ec4000ed1,S,"Hi! Am from India, am here to understand BigData and how it can help me in analyzing the data."
7/3/2015 17:51,5595f1e5b30d848ec4000ed1,P,Welcome to the class! I'm glad to have you here!\n
7/3/2015 2:49,5595f83fb30d843c41000ed2,S,"Hi I am Abhisha, I am from US. I had worked with IT industry for couple of years. I have good knowledge on Java. I am very interested  to learn new technologies and enhance my skill set. Currently Big Data and Hadoop are flying on high, so I am here to learn more on that. \nPlease suggest if I require any pre requisite (any tool installation or pre knowledge) for this course better understanding and complete the assignments."
7/3/2015 3:09,5595fcdfb30d84c9b8000f47,S,Hi All\n\nthis is divya joseph from India. I am currently working with and NGO in India. Look forward to productively engaging with this course !
7/3/2015 17:51,5595fcdfb30d84c9b8000f47,P,Welcome to the class! I'm glad to have you here!\n
7/3/2015 3:32,55960266b30d843537000e42,S,Hello mates\nI work for a company that develops 3D visualization software and we utilise big data as one of our tech paradigms. I am immersing myself in different realms of life to see how BD is being used and developed in order to expand my criteria and insight. \n\nÉxito!
7/3/2015 17:51,55960266b30d843537000e42,P,Welcome to the class! I'm glad to have you here!\n
7/3/2015 4:05,559609fca9a36e315a000e67,S,"Hi everyone,\nMy name is Sherill and I teach English at a local high school in Sydney, Australia. I feel somewhat out of my depth but am very interested in data collection and how this can be used to help students to become more successful at their language skills. \n"
7/3/2015 17:52,559609fca9a36e315a000e67,P,"Welcome to the class! I'm glad to have you here! This course might end up being a bit focused on the computer science aspects, but I hope you find it interesting. (If it does end up being not that useful, please check out Data Analytics and Learning, re-launching this fall).\n"
7/3/2015 4:27,55960f31b30d84bdd2000f07,T,"Hi,\n\nBeing an entirely right-brained person and an English teacher, I'm trying to follow but without the Mathematical background. I will try to do my best, though. Here goes..."
7/3/2015 17:52,55960f31b30d84bdd2000f07,P,Welcome to the class! I'm glad to have you here!\nDon't worry too much about the math -- you can still get a lot just\nfrom the conceptual aspects of the lectures.
7/7/2015 0:56,55960f31b30d84bdd2000f07,T,"Thanks for that input, yes I am too without much of math background ... more from technical background and deal less with complex maths in day to day work. Your inputs really help in keeping up and continuing with the class."
7/3/2015 4:58,55961688b30d849ac8000e35,S,"Dear All,\n\nThis is Nissam from Kansas City Area, curious to if there any live session planned during entire course."
7/3/2015 17:53,55961688b30d849ac8000e35,T,Hi and welcome! \n\nRe: live sessions. Probably not. They were sparsely attended in the first two MOOCs I taught...
7/3/2015 5:16,55961aa7a9a36ecf41000ef3,T,"The information is quite boggling but I'm trying to keep up. Interesting, though"
7/4/2015 5:50,55961aa7a9a36ecf41000ef3,T,I agree. It was a smooth sail until I got to this video!
7/3/2015 5:20,55961b96a9a36e4e4e000e9c,C,"I have successfully completed the first activity but do not feel I have actually learned anything. Yes, I can import a CSV file and apply a model but without having looked at the data at all. In my opinion, it would have been better to describe what the data represents, i.e., what are the variables, etc. before applying a model that may undoubtedly be appropriate but does not give me any insight in the data itself."
7/3/2015 17:55,55961b96a9a36e4e4e000e9c,C,"<nod> I hear you. But keep in mind, though, that you could indeed look at the model. Studying inter-relationships between variables for comprehension is typically relationship mining rather than prediction modeling, a later week of the course. And we will talk more about understanding what goes into a prediction model and the meaning of the features in week 3. So hang in there... you may find it more interesting in later weeks."
7/3/2015 18:23,55961b96a9a36e4e4e000e9c,C,"The walkthrough is basically just a walkthrough on skills, but the CTAT activity requires a bit more thought.  Most (all?) of the variables in the file are described in the linked paper, if you want to read about them.  You're right that you have to have some sense of what they mean in order to complete the activity!"
7/3/2015 5:46,559621c2a9a36e1b22000ed3,S,"Hi everyone! excited to be here... i join in from India, where I work for a NPO that looks at innovative uses of technology in education"
7/3/2015 17:57,559621c2a9a36e1b22000ed3,P,Welcome to the class! I'm glad to have you here!\n
7/3/2015 6:00,55962512b30d844457000f37,CQ,"Hi, \nwill the course also be touching examples within school systems or higher ed institutions where EDM has led to XXX (better learner support, additional resource materials, policy changes). it would be good to also hear best known models of usage in addition to details about EDM. \nThanks"
7/3/2015 17:57,55962512b30d844457000f37,C,"Hi -- we will discuss this here and there, but that's not really the theme of this course. You may be more interested in Dan Hickey's MOOC at Indiana University, or Data Analytics and Learning here on EdX."
7/3/2015 6:57,5596326db30d849ac8000e40,S,Hello everybody!\n\nI am an elementary school teacher from Myanmar. I am curious what the course is about and so eager to take part in the course to develop my professional skills.
7/3/2015 8:35,55964945a9a36e1d46000eb9,BQ,Any body used R for data mining? I saw a brief demo of the WEKA package on http://data-mining.business-intelligence.uoc.edu/home/j48-decision-tree but haven't worked through it yet.\nRichy
7/3/2015 9:20,55964945a9a36e1d46000eb9,B,"I have taken several classes with R, I like it better than Rapid Miner, it probably has a steeper learning curve.  I use R-Studio and like it.  R is more like programming, I find all the icons in r-studio distracting, where with r you just type a line.  Edx is currently running a class analytics edge that uses R you might want to take a look at that, on coursera duke runs a class on stats that also uses it."
7/3/2015 13:59,55964945a9a36e1d46000eb9,B,"yeah, I've used r-studio but the plain interpreter is more fun on the whole. Only really done plotting with it so far, might try and use it in parallel with dataminer, see if it can match it functionwise."
7/3/2015 15:47,55964945a9a36e1d46000eb9,B,I would be interested in seeing what you come up with if you try to also use R in this class along with dataminer.
7/16/2015 13:46,55964945a9a36e1d46000eb9,B,"I am by no means extremely proficient with R but after using it for a year now (off and on) I find it very powerful and intuitive. The learning curve is definitely a bit steeper but I feel I am ""closer"" to my data. I am using R whenever I can to solve the problems for the CTAT assignments and the greatest struggle is really getting the right function and passing it the proper arguments in the right order."
7/3/2015 8:58,55964eb7b30d84b8bb000e68,S,"Hi everyone, I look forward to being part of this community. Best wishes for success to you all."
7/3/2015 17:58,55964eb7b30d84b8bb000e68,P,Welcome to the class! I'm glad to have you here!\n
7/3/2015 9:20,559653d4a9a36e7e59000eb6,BQ,"Hi everyone. When I was going through the RapidMiner 5.3 walk through, I wanted to click the 'kappa' to enable kappa statistics in the performance section. However, when I clicked on the performance box, I didn't see any options that I could check as in the manual. Please find the screen shot. \n\nRapidMiner version 5.3.013\nWeka version 5.3.001\n\n![enter image description here][1]\n\n\n  [1]: https://c1.staticflickr.com/1/407/19375618425_fb869f5a52_z.jpg"
7/4/2015 4:11,559653d4a9a36e7e59000eb6,B,"Hi Ron,<br>\nI've just tried the step again and worked fine.\nMight be double check the Performance Measurement you picked?  \nShould be Binomial Classification.\n\nCheers,<br>\nCO"
7/4/2015 4:11,559653d4a9a36e7e59000eb6,B,"I agree with colam, it looks like you have Clustering:Performance here rather than Binomial Classification."
7/4/2015 4:11,559653d4a9a36e7e59000eb6,B,"I had the same problem at first---if you search through the tree for Performance, you won't find the ""Performance (binomial classification)"" operator.  I had to type ""binomial"" into the search box on the upper left to find it."
7/4/2015 4:12,559653d4a9a36e7e59000eb6,P,Many thanks to all of you!
7/3/2015 9:35,55965768a9a36ebe32000e6d,S,Hi I am maddie! I work as a Program Manager  at the Vocational university in Sweden with Business Intelligence as one of my programs. I am curious about this couirse and how I cand use the new knowledge to improve my student.
7/3/2015 17:59,55965768a9a36ebe32000e6d,P,Welcome to the class! I'm glad to have you here!\n
7/3/2015 9:44,55965988b30d843e96000ea8,S,"Hi everyone, I'm Charlotte from Germany. I work with Moodle and I'm interested in improving online learner and teaching experiences and motivation. Coming from a background in cognitive psychology I look forward to learning about data mining in the field and being part of this community. My best wishes to all of you! ^^"
7/3/2015 17:59,55965988b30d843e96000ea8,P,Welcome to the class! I'm glad to have you here!\n
7/5/2015 10:25,55965988b30d843e96000ea8,P,Hi Charlotte. Glad to meet you here. What are your experiences with Moodle? Have you ever wrote a customized module for Moodle?
7/8/2015 5:18,55965988b30d843e96000ea8,P,"Hi Ryan, Thanks for offering this MOOC! :)"
7/8/2015 5:21,55965988b30d843e96000ea8,T,"Hi Rekeshmir. How are you? My experiences with Moodle are actually limited by Moodle.. lol. I set up platforms with the didactical design and the customization of courses, yes. Moodle is a robust point of departure for my purposes. I add other technologies, if necessary. - Why are you asking? Do you need help with setting up a Moodle course? Let me know, ok. C."
